"head","relation","tail"
"mondo.0020560","associated","uniprot.Q12824"
"mondo.0012434","symptom","hpo.0001645"
"mondo.0008303","symptom","hpo.0001061"
"mondo.0015025","symptom","hpo.0002558"
"mondo.0010477","symptom","hpo.0001385"
"mondo.0014238","symptom","hpo.0001888"
"mondo.0018229","associated","uniprot.P62195"
"drugbank.DB00864","target","uniprot.P42345"
"drugbank.DB00843","SE","meddra.10036067"
"drugbank.DB01175","SE","meddra.10002969"
"mondo.0011431","associated","uniprot.P35555"
"mondo.0007113","symptom","hpo.0000752"
"mondo.0009288","symptom","hpo.0001997"
"mondo.0010906","symptom","hpo.0410030"
"mondo.0014031","associated","uniprot.Q4G0J3"
"drugbank.DB00796","target","uniprot.P23975"
"mondo.0007295","associated","uniprot.Q12879"
"drugbank.DB08912","target","uniprot.P15056"
"mondo.0005029","associated","uniprot.P01563"
"mondo.0010549","symptom","hpo.0000763"
"mondo.0009365","associated","uniprot.Q96M11"
"mondo.0014271","symptom","hpo.0002098"
"mondo.0007895","symptom","hpo.0002098"
"mondo.0014712","associated","uniprot.Q8TDR0"
"drugbank.DB08907","target","uniprot.P13866"
"mondo.0008156","associated","uniprot.O14788"
"mondo.0010820","associated","uniprot.P13637"
"mondo.0008104","symptom","hpo.0001680"
"drugbank.DB00543","target","uniprot.P41595"
"mondo.0017979","symptom","hpo.0002633"
"drugbank.DB01194","SE","meddra.10023332"
"mondo.0001187","associated","uniprot.P08779"
"drugbank.DB06403","target","uniprot.P24530"
"mondo.0011458","symptom","hpo.0000618"
"mondo.0015253","associated","uniprot.P62841"
"drugbank.DB08873","SE","meddra.10047249"
"drugbank.DB01268","target","uniprot.Q9UQB9"
"mondo.0009021","associated","uniprot.O00571"
"drugbank.DB06616","target","uniprot.Q56UN5"
"drugbank.DB01238","SE","meddra.10023891"
"drugbank.DB04855","target","uniprot.Q9NVV9"
"drugbank.DB00268","SE","meddra.10000050"
"drugbank.DB01268","target","uniprot.Q9UF33"
"drugbank.DB01156","SE","meddra.10006514"
"mondo.0016466","associated","uniprot.P30711"
"mondo.0007067","associated","uniprot.P30613"
"mondo.0018105","symptom","hpo.0000135"
"drugbank.DB06202","SE","meddra.10025409"
"mondo.0014612","associated","uniprot.O95453"
"mondo.0016367","symptom","hpo.0001618"
"mondo.0009563","associated","uniprot.P21953"
"mondo.0013523","associated","uniprot.O75531"
"drugbank.DB01268","target","uniprot.O75460"
"mondo.0010193","associated","uniprot.O75530"
"drugbank.DB01058","SE","meddra.10003671"
"mondo.0014349","associated","uniprot.Q92989"
"mondo.0011551","symptom","hpo.0001300"
"drugbank.DB00285","SE","meddra.10033546"
"mondo.0017201","symptom","hpo.0000473"
"drugbank.DB06616","target","uniprot.Q6XUX3"
"drugbank.DB01186","SE","meddra.10036661"
"mondo.0018921","associated","uniprot.Q96KN7"
"mondo.0007607","symptom","hpo.0032227"
"drugbank.DB00458","target","uniprot.P08172"
"mondo.0018088","symptom","hpo.0100796"
"drugbank.DB00877","SE","meddra.10067471"
"mondo.0008599","associated","uniprot.Q05586"
"drugbank.DB08865","target","uniprot.Q07912"
"mondo.0100450","symptom","hpo.0007902"
"drugbank.DB00877","SE","meddra.10019515"
"mondo.0011362","symptom","hpo.0002878"
"mondo.0014686","symptom","hpo.0000763"
"drugbank.DB00882","SE","meddra.10073071"
"mondo.0019148","associated","uniprot.P38571"
"mondo.0016621","symptom","hpo.0000726"
"drugbank.DB06819","SE","meddra.10022992"
"drugbank.DB00275","SE","meddra.10020582"
"mondo.0009719","symptom","hpo.0001396"
"mondo.0013135","associated","uniprot.Q15833"
"mondo.0018216","symptom","hpo.0008064"
"mondo.0005388","associated","uniprot.Q9Y4K0"
"drugbank.DB00230","SE","meddra.10003671"
"mondo.0008641","symptom","hpo.0000726"
"drugbank.DB00679","target","uniprot.P00533"
"mondo.0010200","symptom","hpo.0001878"
"mondo.0010726","associated","uniprot.P11161"
"mondo.0016256","symptom","hpo.0001541"
"drugbank.DB00252","SE","meddra.10002948"
"mondo.0019562","symptom","hpo.0100633"
"mondo.0012789","symptom","hpo.0001300"
"mondo.0009556","associated","uniprot.O95822"
"mondo.0014196","symptom","hpo.0000873"
"mondo.0011871","symptom","hpo.0002725"
"drugbank.DB00752","target","uniprot.P08908"
"mondo.0024528","symptom","hpo.0001350"
"mondo.0018875","symptom","hpo.0002861"
"drugbank.DB00425","SE","meddra.10047302"
"mondo.0007269","associated","uniprot.Q96S65"
"drugbank.DB01101","SE","meddra.10006002"
"drugbank.DB00343","SE","meddra.10018627"
"mondo.0009458","symptom","hpo.0002381"
"mondo.0010650","symptom","hpo.0001539"
"drugbank.DB01166","SE","meddra.10044066"
"mondo.0013873","symptom","hpo.0000135"
"mondo.0010150","associated","uniprot.P24941"
"mondo.0008681","associated","uniprot.P19544"
"mondo.0019338","symptom","hpo.0003072"
"mondo.0008763","symptom","hpo.0000873"
"drugbank.DB00268","SE","meddra.10023230"
"drugbank.DB00531","target","uniprot.P08684"
"drugbank.DB00313","SE","meddra.10002969"
"mondo.0008323","associated","uniprot.P37088"
"drugbank.DB01215","target","uniprot.P31644"
"drugbank.DB00915","SE","meddra.10028521"
"mondo.0009223","symptom","hpo.0000876"
"mondo.0008120","associated","uniprot.O00567"
"drugbank.DB06626","target","uniprot.Q15569"
"drugbank.DB00317","target","uniprot.P30530"
"drugbank.DB00583","SE","meddra.10020587"
"mondo.0014908","associated","uniprot.O14578"
"mondo.0008104","symptom","hpo.0001004"
"drugbank.DB00659","SE","meddra.10037576"
"mondo.0020739","associated","uniprot.Q07973"
"drugbank.DB00502","SE","meddra.10036661"
"drugbank.DB00481","target","uniprot.O14939"
"mondo.0009849","symptom","hpo.0045073"
"drugbank.DB01222","SE","meddra.10062352"
"drugbank.DB00307","SE","meddra.10046593"
"mondo.0015279","associated","uniprot.Q9BXN2"
"mondo.0011512","associated","uniprot.P14770"
"mondo.0011724","symptom","hpo.0000961"
"mondo.0008678","symptom","hpo.0002575"
"mondo.0013962","associated","uniprot.Q8NEZ2"
"mondo.0010788","associated","uniprot.P03905"
"drugbank.DB00997","SE","meddra.10023332"
"mondo.0019570","associated","uniprot.P07992"
"mondo.0008765","symptom","hpo.0000618"
"mondo.0024538","symptom","hpo.0002067"
"mondo.0008102","symptom","hpo.0001645"
"mondo.0019499","symptom","hpo.0000995"
"mondo.0012938","symptom","hpo.0025116"
"drugbank.DB00230","SE","meddra.10027313"
"drugbank.DB00252","SE","meddra.10034721"
"mondo.0018969","associated","uniprot.Q93088"
"drugbank.DB06403","target","uniprot.P25101"
"mondo.0013899","associated","uniprot.Q14767"
"mondo.0009475","associated","uniprot.P26440"
"drugbank.DB01242","SE","meddra.10001580"
"mondo.0013308","associated","uniprot.P22681"
"mondo.0007979","associated","uniprot.Q06124"
"drugbank.DB00843","SE","meddra.10003598"
"drugbank.DB01198","SE","meddra.10028521"
"drugbank.DB06410","SE","meddra.10000269"
"drugbank.DB04868","target","uniprot.Q9ULX7"
"mondo.0013480","associated","uniprot.Q9H8M5"
"drugbank.DB00273","SE","meddra.10014625"
"mondo.0014851","associated","uniprot.Q07973"
"mondo.0014076","symptom","hpo.0010450"
"drugbank.DB01182","SE","meddra.10003671"
"drugbank.DB00796","target","uniprot.P08684"
"mondo.0013619","symptom","hpo.0000100"
"mondo.0033043","symptom","hpo.0001007"
"drugbank.DB01137","SE","meddra.10042458"
"drugbank.DB00993","SE","meddra.10027129"
"drugbank.DB00882","SE","meddra.10043101"
"drugbank.DB00734","SE","meddra.10043255"
"drugbank.DB00564","SE","meddra.10015226"
"mondo.0008161","symptom","hpo.0000704"
"drugbank.DB01100","SE","meddra.10006100"
"mondo.0009723","associated","uniprot.P42704"
"drugbank.DB00268","SE","meddra.10002948"
"drugbank.DB00273","SE","meddra.10012260"
"mondo.0009528","symptom","hpo.0003146"
"drugbank.DB01142","target","uniprot.P25100"
"drugbank.DB05294","target","uniprot.P00533"
"drugbank.DB08881","SE","meddra.10053571"
"mondo.0008201","symptom","hpo.0000726"
"mondo.0019797","associated","uniprot.Q08499"
"mondo.0014837","associated","uniprot.P12931"
"mondo.0014445","symptom","hpo.0000103"
"drugbank.DB05294","target","uniprot.Q9UK32"
"mondo.0007896","associated","uniprot.Q9NPI8"
"mondo.0100224","associated","uniprot.P28331"
"mondo.0011067","associated","uniprot.Q01814"
"drugbank.DB01254","target","uniprot.P00519"
"mondo.0019115","symptom","hpo.0002155"
"mondo.0018879","symptom","hpo.0000962"
"drugbank.DB01198","target","uniprot.P28472"
"mondo.0018321","associated","uniprot.O43426"
"mondo.0016820","associated","uniprot.Q63HN8"
"drugbank.DB00530","target","uniprot.Q9Y2U5"
"mondo.0010680","associated","uniprot.Q8WXH0"
"mondo.0016344","associated","uniprot.Q9NXR1"
"drugbank.DB00864","SE","meddra.10000971"
"mondo.0013987","symptom","hpo.0002317"
"mondo.0010139","symptom","hpo.0000853"
"mondo.0007959","associated","uniprot.P32243"
"drugbank.DB01242","SE","meddra.10018473"
"drugbank.DB06243","target","uniprot.P11926"
"drugbank.DB00349","SE","meddra.10002942"
"drugbank.DB00740","SE","meddra.10038695"
"mondo.0009798","symptom","hpo.0000135"
"drugbank.DB01008","target","uniprot.P14780"
"drugbank.DB00555","target","uniprot.Q14524"
"mondo.0008893","symptom","hpo.0001539"
"drugbank.DB00928","SE","meddra.10019295"
"drugbank.DB00783","SE","meddra.10012267"
"mondo.0011781","symptom","hpo.0002186"
"mondo.0010637","symptom","hpo.0025084"
"drugbank.DB00480","SE","meddra.10040848"
"drugbank.DB01186","target","uniprot.P21917"
"mondo.0008723","associated","uniprot.P49748"
"mondo.0011989","symptom","hpo.0030166"
"drugbank.DB00882","target","uniprot.P21452"
"drugbank.DB00656","target","uniprot.Q99720"
"drugbank.DB01628","SE","meddra.10020647"
"mondo.0008895","symptom","hpo.0004417"
"mondo.0004691","associated","uniprot.Q68DC2"
"mondo.0010179","symptom","hpo.0000961"
"drugbank.DB06218","target","uniprot.Q9Y2D0"
"mondo.0017264","associated","uniprot.P08842"
"mondo.0014699","associated","uniprot.Q14147"
"mondo.0005619","symptom","hpo.0001259"
"mondo.0013578","symptom","hpo.0002021"
"mondo.0007244","symptom","hpo.0100658"
"mondo.0008763","associated","uniprot.Q8TCU4"
"mondo.0100249","associated","uniprot.P51843"
"drugbank.DB04868","target","uniprot.P45984"
"mondo.0013932","symptom","hpo.0001433"
"mondo.0013302","associated","uniprot.Q5HYA8"
"drugbank.DB01259","target","uniprot.Q13163"
"drugbank.DB05521","target","uniprot.P43235"
"mondo.0013170","symptom","hpo.0000126"
"drugbank.DB00472","SE","meddra.10020622"
"mondo.0010979","symptom","hpo.0002901"
"mondo.0015517","symptom","hpo.0002097"
"drugbank.DB00458","target","uniprot.Q9NY46"
"mondo.0010132","associated","uniprot.Q6PHW0"
"mondo.0016383","symptom","hpo.0011106"
"mondo.0007589","symptom","hpo.0007902"
"mondo.0007576","associated","uniprot.Q7Z4G4"
"mondo.0009796","symptom","hpo.0000523"
"mondo.0014884","symptom","hpo.0002202"
"mondo.0005580","associated","uniprot.O15550"
"mondo.0019019","symptom","hpo.0000973"
"drugbank.DB00337","SE","meddra.10025310"
"drugbank.DB00808","target","uniprot.Q16790"
"drugbank.DB06616","target","uniprot.P50613"
"mondo.0007191","symptom","hpo.0002024"
"drugbank.DB01184","target","uniprot.Q06278"
"mondo.0018968","associated","uniprot.Q9BXF3"
"mondo.0008752","symptom","hpo.0002045"
"mondo.0008608","associated","uniprot.P28161"
"mondo.0013815","symptom","hpo.0001007"
"mondo.0008876","symptom","hpo.0000998"
"mondo.0013171","symptom","hpo.0002725"
"mondo.0018150","associated","uniprot.Q13231"
"mondo.0007916","symptom","hpo.0001888"
"drugbank.DB00917","SE","meddra.10046820"
"drugbank.DB01275","SE","meddra.10023232"
"mondo.0013021","symptom","hpo.0002098"
"drugbank.DB00708","SE","meddra.10027646"
"drugbank.DB00287","SE","meddra.10022955"
"mondo.0019810","associated","uniprot.P35222"
"mondo.0007041","symptom","hpo.0200020"
"drugbank.DB00909","target","uniprot.P22748"
"mondo.0013007","associated","uniprot.Q7Z5J4"
"drugbank.DB08865","target","uniprot.P09769"
"drugbank.DB00543","target","uniprot.P46098"
"drugbank.DB08912","SE","meddra.10029117"
"mondo.0014527","symptom","hpo.0001402"
"drugbank.DB00181","SE","meddra.10013916"
"mondo.0009406","symptom","hpo.0001698"
"mondo.0019392","associated","uniprot.P15056"
"drugbank.DB00808","target","uniprot.Q9ULX7"
"mondo.0018874","associated","uniprot.P09104"
"drugbank.DB00268","SE","meddra.10015000"
"mondo.0008585","symptom","hpo.0005521"
"drugbank.DB01041","target","uniprot.P01375"
"mondo.0015253","associated","uniprot.P42766"
"mondo.0009253","symptom","hpo.0001636"
"drugbank.DB00591","SE","meddra.10037576"
"drugbank.DB01224","SE","meddra.10036142"
"drugbank.DB00843","SE","meddra.10018292"
"drugbank.DB00619","SE","meddra.10017822"
"mondo.0009255","associated","uniprot.Q14376"
"drugbank.DB00661","SE","meddra.10021328"
"mondo.0009310","symptom","hpo.0002754"
"drugbank.DB00619","target","uniprot.P00533"
"mondo.0007268","symptom","hpo.0011623"
"mondo.0011658","symptom","hpo.0002063"
"mondo.0016367","symptom","hpo.0100758"
"mondo.0009061","associated","uniprot.P51168"
"mondo.0007872","associated","uniprot.O15520"
"drugbank.DB00425","SE","meddra.10033664"
"mondo.0018059","associated","uniprot.P49279"
"mondo.0013932","associated","uniprot.P28328"
"mondo.0001881","symptom","hpo.0002901"
"drugbank.DB00374","target","uniprot.Q13258"
"mondo.0009712","symptom","hpo.0000544"
"mondo.0013255","symptom","hpo.0000093"
"mondo.0009770","associated","uniprot.P48740"
"mondo.0014375","associated","uniprot.Q9BX97"
"drugbank.DB01254","target","uniprot.Q6PHR2"
"drugbank.DB00740","SE","meddra.10038687"
"mondo.0013127","symptom","hpo.0002023"
"mondo.0009636","symptom","hpo.0001541"
"mondo.0008048","associated","uniprot.P23409"
"drugbank.DB00656","target","uniprot.P21728"
"mondo.0009820","symptom","hpo.0000618"
"drugbank.DB00370","SE","meddra.10027514"
"mondo.0019200","associated","uniprot.Q8TA86"
"drugbank.DB00248","target","uniprot.P28335"
"mondo.0024464","associated","uniprot.Q9UBX0"
"mondo.0017991","symptom","hpo.0100758"
"mondo.0017775","symptom","hpo.0011850"
"mondo.0018968","associated","uniprot.P14207"
"mondo.0010592","symptom","hpo.0012740"
"mondo.0002728","symptom","hpo.0001482"
"drugbank.DB00458","target","uniprot.P08912"
"mondo.0009934","symptom","hpo.0002575"
"mondo.0011218","symptom","hpo.0007957"
"drugbank.DB00715","SE","meddra.10012218"
"drugbank.DB00530","target","uniprot.O14976"
"mondo.0008763","symptom","hpo.0000798"
"drugbank.DB00709","SE","meddra.10047924"
"mondo.0007509","associated","uniprot.Q9UNE0"
"mondo.0800175","symptom","hpo.0001942"
"drugbank.DB01208","SE","meddra.10046851"
"mondo.0014157","symptom","hpo.0001397"
"mondo.0013726","symptom","hpo.0002133"
"mondo.0009904","associated","uniprot.P55017"
"mondo.0013342","symptom","hpo.0001310"
"drugbank.DB00262","SE","meddra.10027199"
"drugbank.DB01406","target","uniprot.P21452"
"drugbank.DB00734","SE","meddra.10001927"
"mondo.0011831","symptom","hpo.0001663"
"mondo.0005580","associated","uniprot.P20062"
"drugbank.DB00315","SE","meddra.10037596"
"mondo.0013756","symptom","hpo.0001217"
"mondo.0009925","associated","uniprot.P22413"
"mondo.0018896","associated","uniprot.Q76LX8"
"drugbank.DB00656","SE","meddra.10008635"
"drugbank.DB01080","SE","meddra.10012218"
"mondo.0011959","symptom","hpo.0005550"
"mondo.0009147","associated","uniprot.Q9UNE0"
"mondo.0005029","symptom","hpo.0002326"
"drugbank.DB08873","target","uniprot.P43235"
"drugbank.DB00864","SE","meddra.10044016"
"drugbank.DB00295","SE","meddra.10020622"
"drugbank.DB06213","SE","meddra.10038687"
"mondo.0009974","symptom","hpo.0002301"
"drugbank.DB00398","target","uniprot.P54764"
"mondo.0019260","associated","uniprot.Q9NWW5"
"mondo.0010526","symptom","hpo.0000112"
"mondo.0017746","symptom","hpo.0025269"
"mondo.0013995","associated","uniprot.P21439"
"drugbank.DB01224","target","uniprot.P18089"
"drugbank.DB00494","SE","meddra.10049195"
"mondo.0008447","symptom","hpo.0001878"
"mondo.0007836","symptom","hpo.0001636"
"drugbank.DB01189","target","uniprot.P78334"
"mondo.0012941","symptom","hpo.0025084"
"mondo.0011841","symptom","hpo.0001259"
"drugbank.DB06202","target","uniprot.P03372"
"drugbank.DB00398","target","uniprot.Q13163"
"mondo.0016485","symptom","hpo.0100753"
"drugbank.DB08865","target","uniprot.O00444"
"mondo.0013291","associated","uniprot.P46976"
"mondo.0013902","symptom","hpo.0001680"
"drugbank.DB01024","SE","meddra.10015461"
"mondo.0009319","symptom","hpo.0000643"
"mondo.0010161","symptom","hpo.0002249"
"mondo.0019600","symptom","hpo.0000656"
"mondo.0010179","symptom","hpo.0010741"
"mondo.0019542","associated","uniprot.Q14956"
"mondo.0007841","symptom","hpo.0001385"
"mondo.0008487","associated","uniprot.Q5SRI9"
"drugbank.DB00683","target","uniprot.P28472"
"mondo.0013091","symptom","hpo.0002155"
"drugbank.DB00555","target","uniprot.P35499"
"mondo.0014156","symptom","hpo.0004757"
"drugbank.DB00738","target","uniprot.O15244"
"mondo.0013217","symptom","hpo.0001972"
"mondo.0007142","symptom","hpo.0000823"
"drugbank.DB01205","target","uniprot.P78334"
"mondo.0019336","symptom","hpo.0002884"
"mondo.0020718","symptom","hpo.0001942"
"mondo.0013439","associated","uniprot.P22680"
"drugbank.DB00285","SE","meddra.10020604"
"drugbank.DB00370","SE","meddra.10012260"
"mondo.0009760","symptom","hpo.0001004"
"drugbank.DB00328","target","uniprot.P17516"
"mondo.0012184","symptom","hpo.0000100"
"mondo.0016063","symptom","hpo.0012032"
"drugbank.DB00758","SE","meddra.10005169"
"mondo.0012124","symptom","hpo.0001699"
"drugbank.DB01101","SE","meddra.10062975"
"mondo.0015278","symptom","hpo.0003003"
"drugbank.DB01198","SE","meddra.10037596"
"drugbank.DB01186","SE","meddra.10008121"
"mondo.0001187","associated","uniprot.Q8N3Y1"
"drugbank.DB00537","SE","meddra.10019692"
"mondo.0015780","associated","uniprot.O14746"
"mondo.0015452","symptom","hpo.0000998"
"mondo.0017844","associated","uniprot.P60484"
"mondo.0012112","symptom","hpo.0010872"
"mondo.0012514","symptom","hpo.0001271"
"mondo.0017366","symptom","hpo.0000093"
"mondo.0012124","associated","uniprot.Q9H0U9"
"drugbank.DB01267","target","uniprot.P28221"
"drugbank.DB01406","target","uniprot.P03372"
"mondo.0007099","associated","uniprot.P06396"
"drugbank.DB00861","target","uniprot.P35354"
"drugbank.DB01268","target","uniprot.Q9Y4K4"
"mondo.0012855","symptom","hpo.0002883"
"mondo.0014049","associated","uniprot.O94898"
"drugbank.DB00502","target","uniprot.P31645"
"mondo.0007844","associated","uniprot.P55075"
"mondo.0013038","symptom","hpo.0012032"
"mondo.0012464","associated","uniprot.Q9H3S1"
"mondo.0017366","symptom","hpo.0001342"
"drugbank.DB00758","SE","meddra.10008114"
"mondo.0100130","associated","uniprot.P00167"
"mondo.0013545","symptom","hpo.0004757"
"mondo.0019342","associated","uniprot.Q13535"
"mondo.8000012","symptom","hpo.0001397"
"mondo.0009891","symptom","hpo.0004417"
"mondo.0008599","associated","uniprot.P06881"
"mondo.0014191","associated","uniprot.Q13061"
"drugbank.DB00753","target","uniprot.P18507"
"mondo.0010627","symptom","hpo.0002633"
"mondo.0018166","associated","uniprot.P01033"
"drugbank.DB00734","SE","meddra.10026749"
"mondo.0008725","symptom","hpo.0003002"
"mondo.0009999","associated","uniprot.Q6DKJ4"
"drugbank.DB00490","SE","meddra.10024882"
